Year,Week,Day,Number of Customer Acquired,Active customer base,Customer Churn,Customer Churn %,Churn by Product- Bank %,Churn by Product- Cards %,Churn Product- Investment %,Reason for Churn - Service (%),Reason for Churn - Price (%),Churn customer Average Month on Book
2021,19,7,1269,-5470572,112387,2.233115468,28.67867868,35.28528529,36.03603604,55.28528529,44.71471471,32
2021,20,1,717,-5582242,112865,2.226445832,28.66866867,35.32532533,36.00600601,55.32532533,44.67467467,32
2021,20,2,1491,-5693616,113361,2.237196765,28.65865866,35.36536537,35.97597598,55.36536537,44.63463463,31
2021,20,3,1074,-5805903,113847,2.250803859,28.64864865,35.40540541,35.94594595,55.40540541,44.59459459,31
2021,20,4,739,-5919011,114326,2.252849192,28.63863864,35.44544545,35.91591592,55.44544545,44.55455455,31
2021,20,5,1084,-6032253,114813,2.281069743,28.62862863,35.48548549,35.88588589,55.48548549,44.51451451,31
2021,20,6,650,-6146416,115291,2.278083268,28.61861862,35.52552553,35.85585586,55.52552553,44.47447447,31
2021,20,7,1471,-6260236,115787,2.297050378,28.60860861,35.56556557,35.82582583,55.56556557,44.43443443,31
2021,21,1,1299,-6374724,116280,2.295589373,28.5985986,35.60560561,35.7957958,55.60560561,44.39439439,31
2021,21,2,1252,-6489752,116771,2.319062181,28.58858859,35.64564565,35.76576577,55.64564565,44.35435435,31
2021,21,3,838,-6605685,117254,2.316700611,28.57857858,35.68568569,35.73573574,55.68568569,44.31431431,31
2021,21,4,967,-6721972,117739,2.327935223,28.56856857,35.72572573,35.70570571,55.72572573,44.27427427,31
2021,21,5,807,-6838904,118221,2.334923425,28.55855856,35.76576577,35.67567568,55.76576577,44.23423423,31
2021,21,6,614,-6956511,118699,2.335984095,28.54854855,35.80580581,35.64564565,55.80580581,44.19419419,31
2021,21,7,995,-7074215,119186,2.368031574,28.53853854,35.84584585,35.61561562,55.84584585,44.15415415,31
2021,22,1,627,-7192774,119664,2.361623616,28.52852853,35.88588589,35.58558559,55.88588589,44.11411411,31
2021,22,2,693,-7311745,120144,2.365853659,28.51851852,35.92592593,35.55555556,55.92592593,44.07407407,31
2021,22,3,1401,-7430488,120641,2.394195889,28.50850851,35.96596597,35.52552553,55.96596597,44.03403403,31
2021,22,4,1338,-7549791,121136,2.407318247,28.4984985,36.00600601,35.4954955,56.00600601,43.99399399,31
2021,22,5,513,-7670414,121613,2.396931927,28.48848849,36.04604605,35.46546547,56.04604605,43.95395395,31
2021,22,6,1431,-7790596,122111,2.421077617,28.47847848,36.08608609,35.43543544,56.08608609,43.91391391,31
2021,22,7,1137,-7911570,122602,2.424099788,28.46846847,36.12612613,35.40540541,56.12612613,43.87387387,31
2021,23,1,1253,-8032919,123096,2.427071179,28.45845846,36.16616617,35.37537538,56.16616617,43.83383383,31
2021,23,2,1436,-8154579,123595,2.453135848,28.44844845,36.20620621,35.34534535,56.20620621,43.79379379,31
2021,23,3,921,-8277253,124082,2.46260069,28.43843844,36.24624625,35.31531532,56.24624625,43.75375375,31
2021,23,4,1169,-8400166,124575,2.467443454,28.42842843,36.28628629,35.28528529,56.28628629,43.71371371,31
2021,23,5,927,-8523814,125062,2.47277677,28.41841842,36.32632633,35.25525526,56.32632633,43.67367367,31
2021,23,6,1383,-8647493,125561,2.483069977,28.40840841,36.36636637,35.22522523,56.36636637,43.63363363,31
2021,23,7,1153,-8771901,126054,2.496626181,28.3983984,36.40640641,35.1951952,56.40640641,43.59359359,31
2021,24,1,1100,-8896855,126546,2.493261456,28.38838839,36.44644645,35.16516517,56.44644645,43.55355355,31
2021,24,2,1100,-9022301,127039,2.515583259,28.37837838,36.48648649,35.13513514,56.48648649,43.51351351,31
2021,24,3,764,-9148576,127523,2.519337017,28.36836837,36.52652653,35.10510511,56.52652653,43.47347347,31
2021,24,4,963,-9275136,128012,2.519167579,28.35835836,36.56656657,35.07507508,56.56656657,43.43343343,31
2021,24,5,622,-9402526,128493,2.534411186,28.34834835,36.60660661,35.04504505,56.60660661,43.39339339,31
2021,24,6,977,-9530042,128983,2.555218709,28.33833834,36.64664665,35.01501502,56.64664665,43.35335335,31
2021,24,7,505,-9658520,129461,2.548045778,28.32832833,36.68668669,34.98498498,56.68668669,43.31331331,30
2021,25,1,906,-9787075,129950,2.567394095,28.31831832,36.72672673,34.95495495,56.72672673,43.27327327,30
2021,25,2,1215,-9915810,130446,2.584198263,28.30830831,36.76676677,34.92492492,56.76676677,43.23323323,30
2021,25,3,676,-10045580,130929,2.589473684,28.2982983,36.80680681,34.89489489,56.80680681,43.19319319,30
2021,25,4,1168,-10175341,131425,2.605252188,28.28828829,36.84684685,34.86486486,56.84684685,43.15315315,30
2021,25,5,814,-10305952,131911,2.600082542,28.27827828,36.88688689,34.83483483,56.88688689,43.11311311,30
2021,25,6,884,-10436979,132400,2.607267502,28.26826827,36.92692693,34.8048048,56.92692693,43.07307307,30
2021,25,7,937,-10568442,132890,2.625641026,28.25825826,36.96696697,34.77477477,56.96696697,43.03303303,30
2021,26,1,631,-10700701,133373,2.631042219,28.24824825,37.00700701,34.74474474,57.00700701,42.99299299,30
2021,26,2,679,-10833395,133857,2.637987013,28.23823824,37.04704705,34.71471471,57.04704705,42.95295295,30
2021,26,3,1287,-10965965,134357,2.646464646,28.22822823,37.08708709,34.68468468,57.08708709,42.91291291,30
2021,26,4,1124,-11099198,134852,2.667468913,28.21821822,37.12712713,34.65465465,57.12712713,42.87287287,30
2021,26,5,882,-11233168,135342,2.665075577,28.20820821,37.16716717,34.62462462,57.16716717,42.83283283,30
2021,26,6,534,-11367976,135823,2.681388013,28.1981982,37.20720721,34.59459459,57.20720721,42.79279279,30
2021,26,7,631,-11503168,136306,2.685747893,28.18818819,37.24724725,34.56456456,57.24724725,42.75275275,30
2021,27,1,1171,-11638303,136804,2.709551657,28.17817818,37.28728729,34.53453453,57.28728729,42.71271271,30
2021,27,2,790,-11774317,137292,2.707406691,28.16816817,37.32732733,34.5045045,57.32732733,42.67267267,30
2021,27,3,607,-11911002,137775,2.709975014,28.15815816,37.36736737,34.47447447,57.36736737,42.63263263,30
2021,27,4,1202,-12047575,138274,2.731614136,28.14814815,37.40740741,34.44444444,57.40740741,42.59259259,30
2021,27,5,1239,-12184610,138774,2.746212121,28.13813814,37.44744745,34.41441441,57.44744745,42.55255255,30
2021,27,6,781,-12322603,139262,2.75160196,28.12812813,37.48748749,34.38438438,57.48748749,42.51251251,30
2021,27,7,662,-12461203,139748,2.764288383,28.11811812,37.52752753,34.35435435,57.52752753,42.47247247,30
2021,28,1,678,-12600273,140233,2.769002044,28.10810811,37.56756757,34.32432432,57.56756757,42.43243243,30
2021,28,2,809,-12739697,140723,2.781383275,28.0980981,37.60760761,34.29429429,57.60760761,42.39239239,30
2021,28,3,1113,-12879307,141220,2.784436659,28.08808809,37.64764765,34.26426426,57.64764765,42.35235235,30
2021,28,4,991,-13019536,141715,2.805280528,28.07807808,37.68768769,34.23423423,57.68768769,42.31231231,30
2021,28,5,1337,-13159914,142219,2.801171732,28.06806807,37.72772773,34.2042042,57.72772773,42.27227227,30
2021,28,6,1416,-13300717,142726,2.820746133,28.05805806,37.76776777,34.17417417,57.76776777,42.23223223,30
2021,28,7,681,-13442762,143213,2.815884477,28.04804805,37.80780781,34.14414414,57.80780781,42.19219219,30
2021,29,1,1468,-13584507,143722,2.826981571,28.03803804,37.84784785,34.11411411,57.84784785,42.15215215,30
2021,29,2,1437,-13726792,144230,2.852049911,28.02802803,37.88788789,34.08408408,57.88788789,42.11211211,30
2021,29,3,1127,-13869895,144729,2.850525566,28.01801802,37.92792793,34.05405405,57.92792793,42.07207207,30
2021,29,4,859,-14013765,145222,2.864214993,28.00800801,37.96796797,34.02402402,57.96796797,42.03203203,30
2021,29,5,1305,-14157682,145727,2.867194371,27.997998,38.00800801,33.99399399,58.00800801,41.99199199,29
2021,29,6,1054,-14302355,146225,2.874167543,27.98798799,38.04804805,33.96396396,58.04804805,41.95195195,29
2021,29,7,1315,-14447265,146731,2.88360713,27.97797798,38.08808809,33.93393393,58.08808809,41.91191191,29
2021,30,1,1042,-14592954,147229,2.905863929,27.96796797,38.12812813,33.9039039,58.12812813,41.87187187,29
2021,30,2,787,-14739396,147720,2.918321533,27.95795796,38.16816817,33.87387387,58.16816817,41.83183183,29
2021,30,3,1159,-14885957,148222,2.914951989,27.94794795,38.20820821,33.84384384,58.20820821,41.79179179,29
2021,30,4,1193,-15032986,148725,2.925577417,27.93793794,38.24824825,33.81381381,58.24824825,41.75175175,29
2021,30,5,1495,-15180216,149237,2.945683637,27.92792793,38.28828829,33.78378378,58.28828829,41.71171171,29
2021,30,6,887,-15328566,149732,2.947154472,27.91791792,38.32832833,33.75375375,58.32832833,41.67167167,29
2021,30,7,1382,-15476916,150241,2.960581966,27.90790791,38.36836837,33.72372372,58.36836837,41.63163163,29
2021,31,1,1176,-15625981,150745,2.972791401,27.8978979,38.40840841,33.69369369,58.40840841,41.59159159,29
2021,31,2,555,-15776171,151230,2.978580991,27.88788789,38.44844845,33.66366366,58.44844845,41.55155155,29
2021,31,3,1470,-15925931,151743,2.991810129,27.87787788,38.48848849,33.63363363,58.48848849,41.51151151,29
2021,31,4,755,-16076919,152235,2.993514053,27.86786787,38.52852853,33.6036036,58.52852853,41.47147147,29
2021,31,5,1127,-16228027,152738,3.008143593,27.85785786,38.56856857,33.57357357,58.56856857,41.43143143,29
2021,31,6,561,-16380204,153224,3.012746234,27.84784785,38.60860861,33.54354354,58.60860861,41.39139139,29
2021,31,7,538,-16532890,153710,3.025793651,27.83783784,38.64864865,33.51351351,58.64864865,41.35135135,29
2021,32,1,651,-16685949,154199,3.032300593,27.82782783,38.68868869,33.48348348,58.68868869,41.31131131,29
2021,32,2,836,-16839312,154694,3.041262535,27.81781782,38.72872873,33.45345345,58.72872873,41.27127127,29
2021,32,3,1467,-16992539,155208,3.061558612,27.80780781,38.76876877,33.42342342,58.76876877,41.23123123,29
2021,32,4,914,-17146833,155705,3.058554138,27.7977978,38.80880881,33.39339339,58.80880881,41.19119119,29
2021,32,5,537,-17302001,156192,3.069888961,27.78778779,38.84884885,33.36336336,58.84884885,41.15115115,29
2021,32,6,741,-17457452,156685,3.083914949,27.77777778,38.88888889,33.33333333,58.88888889,41.11111111,29
2021,32,7,851,-17613286,157181,3.095623987,27.76776777,38.92892893,33.3033033,58.92892893,41.07107107,29
2021,33,1,721,-17769746,157673,3.103392828,27.75775776,38.96896897,33.27327327,58.96896897,41.03103103,29
2021,33,2,1168,-17926251,158179,3.109971145,27.74774775,39.00900901,33.24324324,59.00900901,40.99099099,29
2021,33,3,500,-18083930,158665,3.122497998,27.73773774,39.04904905,33.21321321,59.04904905,40.95095095,29
2021,33,4,519,-18242076,159152,3.132992327,27.72772773,39.08908909,33.18318318,59.08908909,40.91091091,29
2021,33,5,1210,-18400018,159659,3.144354455,27.71771772,39.12912913,33.15315315,59.12912913,40.87087087,29
2021,33,6,555,-18559122,160147,3.148236039,27.70770771,39.16916917,33.12312312,59.16916917,40.83083083,29
2021,33,7,865,-18718404,160645,3.168348045,27.6976977,39.20920921,33.09309309,59.20920921,40.79079079,29
2021,34,1,608,-18878441,161135,3.168130489,27.68768769,39.24924925,33.06306306,59.24924925,40.75075075,29
2021,34,2,1494,-19038082,161652,3.180542563,27.67767768,39.28928929,33.03303303,59.28928929,40.71071071,29
2021,34,3,542,-19199192,162140,3.19264912,27.66766767,39.32932933,33.003003,59.32932933,40.67067067,29
2021,34,4,1037,-19360295,162644,3.204830469,27.65765766,39.36936937,32.97297297,59.36936937,40.63063063,28
2021,34,5,1225,-19521714,163153,3.215879366,27.64764765,39.40940941,32.94294294,59.40940941,40.59059059,28
2021,34,6,1095,-19683772,163659,3.214395571,27.63763764,39.44944945,32.91291291,59.44944945,40.55055055,28
2021,34,7,968,-19846463,164161,3.232725601,27.62762763,39.48948949,32.88288288,59.48948949,40.51051051,28
2021,35,1,1131,-20009493,164669,3.234172387,27.61761762,39.52952953,32.85285285,59.52952953,40.47047047,28
2021,35,2,742,-20173420,165164,3.242424242,27.60760761,39.56956957,32.82282282,59.56956957,40.43043043,28
2021,35,3,796,-20337788,165661,3.256095714,27.5975976,39.60960961,32.79279279,59.60960961,40.39039039,28
2021,35,4,898,-20502551,166161,3.262667268,27.58758759,39.64964965,32.76276276,59.64964965,40.35035035,28
2021,35,5,1445,-20667267,166679,3.28139047,27.57757758,39.68968969,32.73273273,59.68968969,40.31031031,28
2021,35,6,902,-20833044,167180,3.292920222,27.56756757,39.72972973,32.7027027,59.72972973,40.27027027,28
2021,35,7,1112,-20999112,167688,3.300133789,27.55755756,39.76976977,32.67267267,59.76976977,40.23023023,28
2021,36,1,867,-21165933,168188,3.311649911,27.54754755,39.80980981,32.64264264,59.80980981,40.19019019,28
2021,36,2,973,-21333148,168692,3.314672952,27.53753754,39.84984985,32.61261261,59.84984985,40.15015015,28
2021,36,3,939,-21500901,169195,3.322063795,27.52752753,39.88988989,32.58258258,59.88988989,40.11011011,28
2021,36,4,995,-21669101,169700,3.33968068,27.51751752,39.92992993,32.55255255,59.92992993,40.07007007,28
2021,36,5,589,-21838212,170191,3.347463821,27.50750751,39.96996997,32.52252252,59.96996997,40.03003003,28
